Title,Ingredients,Loves,User
ungkep daging kambing,"am daging kambing campur babat parudirebus empuk daun salam cm jahe cmkunyit, sendok makan kecap manis, garam, halus, butir bawang merah, butir bwang putih, biji kemirgoreng dulu, sendok makan ketumbar, cm kunyit dibakar, cm jahe dibakar, biji cabe rawit, geprek, cm lengkuas, batang sereh, daun jeruk, daun salam,",1,5046
nasi goreng tonseng daging kambing,"tongseng daging kambing, nasi putih, bawang putih, bawang merah, margarin, garam, ladaku, penyedap, minyak goreng,",0,5047
mie goreng kambing gila special idul adha,"daging kambing kalo otot gajih ya biar gak bauk kambingnya, pcs mie goreng indomie, bawang merah, bawang putih, cabai rawit, daun bawang, roykokecap gula,",0,5048
tongseng kambing qurban,", daging kambing tetelan, kentang, wortel, tangkai kembang kol, ikat daun bawang, tomat, cabai rawit, liter air, bumbu, batang daun serai, daun jeruk, daun salam, bawang merah, bawang putih, sendok teh merica, sendok makan ketumbar, sendok teh pala, kunyit, jahe, lengkuas, butir kemiri, garam, kecap,",3,5049
nasi goreng kambing simpel,"daging kambing bag paha, piring penuh nasi putih, bawang bombay, bawang putih, garam, minyak samin mentega, merica bubuk, kecap asin, kecap manis, an cabe rawit,",3,5050
tongseng kambing,"am daging kambing yg direbus, kol , tomat buang biji , cabe merah buang biji , batang serai, daun jeruk, kecap, gula, garam, air, halus , bawang merah, bawang putih, garam, cm kunyit, jinten, cabe rawit,",3,5051
notitle,nan,0,5052
idul adha gulai kambing santan,"daging kambingsaya ambil kambing yg tulang gajihnya. daging merahnya fillet masakan lain, sereh, daun salam, daun jeruk, cengkeh, halus, bw putih, bw merah, biji kemiri, jahe, laos, kunyit, sejumput jinten, garam penyedap,",7,5053
oseng mercon kambing,"bawang merah, bawang putih, cengek domba, cm jahe, cabe merah, tomat, garam, lada bubuk, kecap manis , daging kambing,",23,5054
tongseng kambing sederhana,"daging kambing , bonggol kol, bawang merah, bawang putih, biji kemiri, daun salam, jahe, lengkuas, sereh, garam, lada halus, penyedap rasa, gula pasir, sesuai selera kecap manis, sesuai selera cabai rawit,",6,5055
sate kambing sederhana,"daging kambing, kacang tanah goreng, kecap bangao, cabe kecil, baput, bamer, jeruk nipis, ikat tusuk sate , minyak goreng,",1,5056
krengsengan kambing,"daging kambingpotong kecil, bawang putih, bawang merah, biji cabe merah, biji cabe kecil, petis, cm jahe, sesuai selera gula, sesuai selera garam, sesuai selera merica, kecap manis,",3,5057
tumis kambing bawang bombay,"daging kambing, bawang bombay, bawang putih, bawang merah, daun salam, segenggam lada,",0,5058
tongseng kambing,"daging kambing, batang wortel, butir jeruk nipis, garam, gula pasir, bawang merah kecil, bawang putih sedang, batang sereh, lengkuas, jahe, kunyit, butir kemiri, butir merica, butir ketumbar, butir cabe rawit , butir tomat, daun salam, sendok minyak goreng, sendok kecap manis, sachet santan instan,",4,5059
tengkleng balungan daging kambing,"tulang daging kambing, butir kemiri, merica, ketumbar, cm kunyit, daun salam, sereh, cabe rawit, cm bawang merah, cm bawang putih, masako, gula merah pasir, gelas air, daun jeruk buang tulang tengahnya, cm jahe, cm lengkuas, , ,",8,5060
gulai kambing praktis,"daging kambing , sct indofood gulai instan, bawang merah, bawang putih, batang serai memarkan, daun jeruk, air, santan ,",2,5061
nasi goreng kambing ala riri,"nasi putih, daging hati kambing , bawang merah, bawang putih, cabai merah keriting, garam, lada bubuk, minyak menumis,",1,5062
tongseng kambing santan,"am daging kambing, merica, kemiri, bawang merah, bawang putih, garam, kecap manis, ketumbar, sereh geprek, cabe merah, cabe rawit, cm kunyit, jahe geprek, tomat , am kubis tipis, minyak menumis, penyedap rasa, air, bawang goreng taburan,",18,5063
gule kambing domba,"dagingigalemak domba kambing, santan kental, daun jeruk, daun salam, batang seraimemarkan, cm laos, cm jahe, cengkeh, butir pala, cabai merah utuh, air, halus, bawang merah, bawang putih, kem an ai, ketumbar, jintan, cm kunyit bakar, garamgulamerica,",2,5064
tongseng kambing,"am daging kambing + lemak, dihaluskan , cabai merah, cabai rawit, bawang merah, bawang putih, merica, gula + garam, kecap manis, jahe, lengkuas, batang sereh, daun salam, daun jeruk, pelengkap , tomat segar, daun bawang, cabai merah,",4,5065
sate kambing empuk,"daging kambing, bawang putih, ketumbar, btr kemiri, garam halus, btr bawang merah, kecap manis, sesuia selera cabai rawit selera anda, tepung kanji , btr , tomat, gula merah,",12,5066
tongseng kambing,"daging kambingpotong dadu cm, lmbr daun kolbuang tulang daunnyapotong kasar, cabe merah serong tipis, bawang merah tipis, bawang putih tipis, lada bubuk, kecap manis, air jeruk nipis, minyak utk menumis, santan, garam, gula pasir,",1,5067
sate kambing,"daun jeruk pecel, sejumput merica, bawang putih, gula jawa ukuran lingkaran besar, sendok ketumbar, am daging kambing, kecap manis, cabe rawit , bawang putih, tusuk sate,",0,5068
tongseng kambing,"bawang putih, bawang merah, kunyit bakar, cm jahe bakar, lada, ketumbar, lbr daun salam, btg sereh, santan kental, daging kambing, gula garam, bj cabe rawit, bj tomat slice, daun bawang, btr kemiri,",7,5069
gulai kambing presto,"daging kambing kotak, butir kelapa jadikan mangkok santan, bawang merah, bawang putih, butir kemiri, kunyit bakar , btg serai memarkan, cm lengkuas, daun salam, daun jeruk, ketumbar, lada, cabai keriting, air, garam, kecap, masako sapi, minyak,",6,5070
nasi goreng kambing,"nasi, sium bawang merah, sium bawang putih, sesuai selera cabe rawit, daging kambing dipotong kecil, sesuai selera kecap manis,",0,5071
tonseng kambing simple,"daging kambing, bawang bombay, bawang putih, daun bawang , instan ayam goreng, sesuai selera kecap manis, garam, gula, penyedap rasa, minyak wijen,",2,5072
sate sapi kambing,"danging kambing sapi, jeruk nipis air, tusukan sate, kecap, sesuai selera cabe, bawang, tomat, timun,",0,5073
tongseng kambing,"am daging kambing, ^^bumbu halus;^^, bawang merah, bawang putih, biji kemiri, kunyit, jahe, sesuai selera garamgulpasroyco, kecap manis, lada bubuk, kecap asin, tam , sesuai selera tomat , sesuai selera bawang merah goreng, kol,",2,5074
gulai kambing,"daging + tulang iga kambing, butir bawang merah, bawang putih, butir kemiri, jintan, ketumbar bubuk, merica halus, kunyit bubuk, serai, daun jeruk, batang kayu manis, jahe, lengkuas, daun salam, santan cair, santan kental, gulai , penyedapgaram gula,",7,5075
sate kambing versi .,"daging kambing, bawang putih, ketumbar, secuil gula jawa, garam, gelas air, pelengkap, , , kubis, bawang merah, tomat, kecap manis,",0,5076
sate kambing maranggi ala barbeque,"sate maranggi, am daging kambing muda diganti daging sapi has dalamdipotong x x cm, lada bubuk putih, sendok teh minyak olive oil, sendok makan kecap manis, tusuk sate, paprikatomat cherry & bawang bombay dipotong kotak seukuran sate, halus resep sate maranggi, sendok teh lada bubuk, sendok makan ketumbar, sendok teh garam, am gula merahdisisir halus, sambal kecap, bawang merah tipis, bawang putih tipis, tomat, rawit, kecap,",7,5077
gulai kambing muda,"daging kambing, bawang merah, bawang putih, merica, ketumbar, kunyit, jahe, butir kemiri, garam, gula pasir, batang serai, lbr daun jeruk, lbr daun salam, butir kelapa,",2,5078
sate kambing pedas,"daging kambing, bawang merah, bawang putih, kecap bango, garam, vetsin, cabe rawit,",2,5079
tumis daging kambing simple,"daging kambing, cuka, lbr daun jeruk, sambal kecap , bawang merah, cabe rawit, cabe gila, merica bubuk, kecap, tomat, minyak goreng,",5,5080
tongseng kambing ala yuninggar,"daging kambing sesuai selera, kobis kasar, tomat, bawang merah, bawang putih, cabe rawit, merica, ketumbar, kemiri, jahe, kunyit, daun salamrobek, daun jerukbuang tulangnyaremas, serai batangmemarkan, garam, kecap bango, penyedapkalau perlu, bawang merah goreng taburan,",1,5081
tongseng kambing simpel,"piring daging kambing , halus , bawang merah, bawang putih, cabe rawit setan, cabe merah kriting, butir kemiri, rempah tam , daun salam, lengkuas, jahe, gula pasir, garam, ladaku, kecap manis ,",2,5082
gule kambing,"daging kambing, bawang merah, bawang putih, btg sereh, cm kunyit, cm lengkuas, cm jahe , lmbr daun salam, lmbar daun jeruk, garam, gula, merica bubuk, lada, jinten, ro*co sapi, minyak goreng menumis, santan, ketumbar, air,",4,5083
nasi goreng kambing,"centong nasi putih, daging kambing, biji cabe rawit, bawang putih, bawang merah, garam, gula, royco sapi, saos pedas abc, daun sawi, blue band,",1,5084
sate kambing daging kurban,"daging kambing , bawang merah, cabe rawit merah, cabe rawit ijo, cabe keriting, kecap manis, kecap asin, minyak goreng,",3,5085
gulai kambing simple,"daging kambing + tulang, bks santan kara segitiga, halus , bj cabe merah, bj cabe rawit setan, bawang merah, bawang putih, bj kemiri, kunyit, daun jeruk, daun salam, lengkuas geprek,",4,5086
sate kambing empuk,"daging kambing, garam, kecap manis, merica bubuk, sesuai selera cabai, cabai merah, garam, gula, bawang merah, bawang putih, kacang tanah digoreng, air, nanas jeruk nipis lemon, sendok margarine cair,",13,5087
baso daging kambing yg enak kenyal,"m fdgung kambing lemat, m tapioka, tepung serba guna, m es batu, penyedap, garam, butir telur, soda kue, halus, bawang putih, bawang marah, lada putih,",7,5088
sate kambing empuk,"kilo daging kambing , ketumbar, bawang putih, biji kemiri, garam, butir gula merah, daun pepaya daging , kecapnya, cabe rawit, bawang merah, tomat, kecap, bawang putih cincang,",10,5089
asam manis daging kambing ala revanz,"ketumbar, bawang putih, bawang merah, asam, daging kambing, sereh, helay daun salam, gandu gula merah, jeruk nipis, garam, kecap,",4,5090
nasi goreng ijo kambing,"piring nasi putih, am daging kambing , butir telur ayam, bw.merah, biji cabai rawit merah, biji cabai ijo, tomat hijau, batang daun bawang, garam, kaldu bubuk, kecap, minyak goreng,",2,5091
sate kambing empuk sambel kecap,"daging kambing paha, potong nanas uk.besar , garam, bawang merah & bombay , cabe rawit, kecap manis,",4,5092
daging kambing goreng asem,"daging kambing, cabe merah, cabe rawit, tomat, bawang merah, bawang putih, gulagaram sasa, gelas air,",3,5093
tongseng kambing,"daging kambing, gelas belimbing air, cm laos, lbr salam, cabai merah, tomat, santan kara , garammasakomicingula merah, minyak menumis, kol , halus , bawang merah, kemiri, merica lada bubuk, bawang putih,",0,5094
gulai kambing ndeso ala chef lia,"daging kambingsaya suka iganya, butir kelapa ambil airnyadi encer kental, minyak sayur, butir tomat pelengkap, bawang merah, bawang putih, cabai merah besar, kemiri, merica, kunyit, lengkuas geprek, jahe, batang serai geprek, daun jeruk, daun salam, sejumput adas wangi, kayu manis, jinten, gula merah, garam, bawang goreng pelengkap,",2,5095
sate kambing,"sate, daging kambing , lemon, kecap manis, tusuk sate, saos kacang , kacang goreng, cabe, bawang putih, gula merah, kecap manis, garam, air hangat, bawang merah,",3,5096
tongseng daging kambing,"daging kambing , kol kubis , tomat , batang daun bawang pre , cabe rawit utuh, liter santan, minyak goreng menumis, rempah , cm lengkuas , cm jahe , batang sereh , lmbar daun jeruk purut, lmbar daun salam, halus , bawang putih, bawang merah, cabe merah kering , cm kunyit, biji kemiri, ketumbar, minyak goreng, pelengkap , garam, gula pasir, kaldu bubuk sapi, lada bubuk, pala bubuk, kecap manis,",40,5097
tongseng kambing,"daging kambing, sepotong nanas, sesuai selera kol, tomat, biji kemiri, bawang merah, bawang putih, kecap klw aq pke kecap bango, "" cabe rawitbagi yg suka pedas dtambah cabe rawita"", garam & penyedap lain,",4,5098
krengsengan kambing pedas gurih,"daging kambing, bawang merah, bawang putih, biji cabe merah, sesuai selera cabe rawit, ketumbar bubuk, batang sereh, daun jeruk, jahe, cm kunir, laos, daun salam, petis, kecap, garam, gula, merica, bawang goreng, santan kental,",1,5099
tongseng kambing kuah santan,"daging kambing, daun kol kubis, wortel, tomat, kecap manis, saus tiram, gula pasir, garam, merica bubuk, air kaldu+air biasa, santan kental diencerkan air, minyak sayur, halus, bawang merah, bawang putih, cabai keriting, biji kemiri, kunyit, wungkul dimemarkan, batang serai, jahe, rebusan daging, lengkuas, jahe, daun salam,",1,5100
krengsengan kambing,"daging kambing, sesuai selera bawang merah gk papa, bawang putih, serai, daun jeruk purut, kecap , cabe rawit, garam, merica bubuk, micin, gula,",1,5101
sate kambing ala raya,"am daging kambing dalam, tusuk sate, bumbu, kecap manis, merica bubuk, sambal kecap, cabe rawit uk. besar, tomat, bawang merah,",1,5102
sate kambing,"daging kambing, kecap manis , margarin, tomat, bawang merah, cabe rawit,",0,5103
tongseng kambing no prengus yaa,"daging kambing, kol sobek , nanas , tomat potong , batang daun bawang potong , haluskan , biji cabe rawit , halus , bawang merah, bawang putih, cm kunyit, cm jahe, gulagaram, santan encer, penyedap biar gak prengus , daun jeruk sobek sobek, batang serehgeprek, biji cengkeh, biji bunga lawang, cm kayu manis, minyak goreng menumis, cabe merah,",11,5104
tongseng kambing suka suka,"kambing , bwg putih, bwg merah, kemiri, merica bubuk, garam gula, kunyit, tomat, cabe rawit, kol, minyak menumis, air,",2,5105
sate sapi campur kambing,"daging sapi, daging kambing, halus sate ditusuk, bawang merah, bawang putih, cabe, kecap, air, halus bakar sate, kecap, bawang putih bubuk, bawang merah yg dihaluskan, garam, merica, sate matang, kecap, garam, merica, bawang merah serong, bawang putih serong, cabai rawit merah serong, tomat bagian,",4,5106
nasi goreng kambing,"piring nasi putih , am daging kambing , bawang putih, butir bawang merah, cabe rawit merah , kunyit, butir cengkeh, daun jeruk, minyak goreng, garam, merica bubuk, kaldu bubuk, kecap manis,",0,5107
tongseng kambing,"daging kambing, kemiri, bawang putih, bawang merah, ketumbar, serai, kecap, tomat, asam jawa, kunyit, jahe, lengkuas, cabe rawit, santan, kol,",7,5108
tongseng kambing,"daging kambing campur tulang jeroan, kol, butir tomat , cabai rawit , bawang merahrajang, halus, butir kemiri, bawang putih, bawang merah, genggam cabai keriting , merica, kunyit, cemplung, daun salam, batang sereh geprek, daun jeruk, lengkuas, gulagaram, kecap manis, santan kental,",2,5109
sate kambing ketumbar,"daging kambingpotong ukuran cm, tusuk sate, bawang merah, rendaman , ketumbar san ai, bawang merah, bawang putih, kemiri san ai, jinten san ai , jahe, daun jeruk, kecap manis, garam, gula jawa sisir, merica, minyak menumis,",0,5110
tongseng kambing suka suka ;),"daging kambing, biji cabai merah, bawang putih, bawang merah, lbr daun jeruk purut, lengkuas jahe, garamguladan penyedap rasa, sachet kecap manis, minyak menumis,",3,5111
sate goreng kambing kurban super simpel express,"daging kambing. , , biji bawang putih, sejumput garam, sejumput merica , kecap, minyak goreng, air panas, pelengkap, koltomattimun cabebawang merah potong sesuai selera,",55,5112
tongseng kambing,"daging kambing, tomat kol, batang serai, halus, bawang merah, bawang putih, lada bubuk, cm kunyit, cm jahe, keping kemiri, kecap manis, gula garam, lbr daun salam,",15,5113
sate kambing empuk,"daging kambing + lemak + hati, nanas kecil, biji bawang merah, jeruk nipis, kecap manis, cabe,",8,5114
oseng kambing sayur,"daging kambing, bawang merah, bawang putih, lada, kecap manis, crème cuisson cooking cream, tomat, garam, cabe hijau, saos teriyaki, lemon, kobis kol, wortel,",5,5115
kambing masak merah,"utama , am daging kambing, , bawang merah , cabai rawit , lbr daun jeruk, jahe, cm lengkuas, kecap manis, air, garam, gula, penyedap rasa, halus , cabai merah keriting, bawang putih, kemiri, merica,",12,5116
sate kambing,"daging kambing, bumbu, cabe, bawang merah , kecap , tusuk sate,",0,5117
tongseng kambing,"am daging kambing potong dadu, dihaluskan , butir bawang merah, bawang putih, butir kemiri, biji cabai merah, biji cabe rawit, merica, lengkuas digeprek, jahe digeprek, batang serai digeprek, daun jeruk, kecap manis, gula, garam, gelas air, pelengkap , tomat , kol sesuai selera tipis,",33,5118
